idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
HU321,48,50,45,49,46,46,47,49,47,48,45,49,47,49,49,46,49,48,46,48,50,50,49,46,49,46,49,47,50,49,47,47,49,46,48,45
HU322,48,46,50,50,50,45,48,45,49,45,47,50,50,49,48,45,50,47,45,50,50,46,45,48,50,50,49,45,50,47,46,49,45,47,49,48
HU323,47,50,47,45,50,45,47,48,49,47,46,46,47,50,47,48,48,47,50,47,49,48,47,48,49,48,47,49,48,49,46,46,46,45,49,50
HU331,50,47,45,48,48,48,50,49,47,45,45,46,50,50,47,47,47,45,50,45,45,48,46,47,45,48,45,47,50,45,45,46,47,50,48,45
HU332,47,45,49,46,48,48,49,50,48,46,46,45,49,47,47,45,46,48,46,49,48,45,50,49,49,50,50,45,45,47,48,46,46,45,50,47
HU333,45,49,49,45,45,47,47,48,46,49,47,47,46,47,50,47,47,46,50,46,50,45,46,49,46,48,50,50,46,49,46,46,50,48,46,49
HUZZZ,45,45,47,48,47,45,47,47,46,49,48,49,49,46,46,47,49,46,50,50,46,49,47,46,45,49,49,47,48,47,50,50,46,47,49,46
MT001,46,47,50,49,47,50,46,45,50,47,50,48,49,49,45,45,47,49,46,50,49,45,50,46,47,45,49,47,46,45,47,48,46,50,50,46
MT002,48,49,45,48,50,48,49,47,49,47,47,47,50,46,45,50,48,45,45,49,50,46,46,45,45,47,46,45,47,46,50,45,46,49,49,45
MTZZZ,45,48,50,47,46,45,47,46,49,46,47,49,49,46,47,50,45,47,46,47,47,48,47,47,47,45,50,45,50,50,45,45,46,45,45,46
NL111,50,46,46,45,50,50,46,47,45,45,46,49,50,48,45,50,45,48,47,45,48,47,48,47,47,50,45,45,46,48,46,49,46,47,46,47
NL112,47,45,47,45,48,50,47,50,47,48,50,50,48,45,45,45,50,48,49,49,48,50,49,45,45,45,48,46,49,48,48,49,50,46,46,45
NL113,48,49,47,47,50,45,46,47,49,46,47,49,46,48,50,48,48,47,48,47,50,46,46,47,48,46,46,50,49,46,47,50,45,45,48,46
NL121,48,45,50,49,50,45,49,50,49,49,47,47,46,47,45,50,45,50,45,48,45,50,46,46,50,50,48,50,48,47,48,47,47,45,47,50
NL122,46,46,47,45,48,48,46,45,45,46,45,50,50,49,46,46,49,49,45,48,46,49,49,49,50,48,49,49,48,45,45,49,47,45,50,47
NL123,45,45,46,49,50,50,48,49,47,47,50,46,49,46,50,48,48,45,48,48,49,47,47,46,46,45,50,45,47,46,48,47,45,45,46,46
NL131,47,45,48,47,45,45,46,46,49,47,48,46,45,49,50,45,45,46,47,49,47,46,49,48,48,47,46,45,46,46,47,48,49,49,48,45
NL132,45,48,46,48,46,45,46,46,47,46,50,50,49,46,46,50,48,47,50,46,46,49,50,49,50,49,49,45,49,45,45,45,47,50,50,50
NL133,47,48,49,46,50,45,49,45,45,46,48,46,45,46,49,46,45,47,47,45,46,46,45,47,50,49,47,45,47,48,50,46,47,46,48,47
NL211,50,47,47,49,50,46,47,48,48,50,50,49,48,49,50,45,47,46,45,49,46,47,49,45,47,46,45,45,48,45,49,45,48,46,47,48
NL212,45,46,48,49,47,46,49,48,47,50,48,48,48,47,49,45,48,47,46,46,47,49,49,47,50,48,48,47,49,50,46,49,47,49,48,50
NL213,49,50,48,48,49,46,49,46,47,45,49,48,45,48,45,48,50,47,45,49,45,49,49,47,49,47,47,50,46,49,50,45,45,47,48,48
NL221,45,47,47,48,49,45,48,50,47,45,49,48,49,46,49,46,49,47,50,49,48,46,50,47,49,50,45,47,45,47,49,48,47,49,48,46
NL224,49,49,46,48,48,50,48,45,49,46,45,50,49,46,47,47,47,50,47,50,50,50,50,50,49,47,49,47,50,48,48,48,48,50,46,48
NL225,50,49,49,47,48,46,47,49,47,46,45,45,45,47,46,45,48,50,50,46,47,50,48,50,49,49,48,48,50,46,48,45,47,49,49,45
NL226,46,50,45,47,47,50,48,47,49,46,46,47,48,48,48,46,50,48,48,49,49,46,45,50,49,45,47,48,50,49,47,49,49,48,47,46
NL230,46,46,46,45,50,47,48,48,46,45,49,48,45,50,45,46,47,48,45,46,46,48,49,47,49,48,50,45,46,47,45,45,50,50,46,49
NL310,47,47,45,48,46,48,45,47,49,46,49,46,50,45,50,46,45,50,49,45,46,49,46,50,47,48,49,49,47,45,47,45,49,49,46,45
NL321,47,47,48,46,47,49,45,49,50,45,50,48,45,47,46,49,47,47,50,49,46,47,50,47,49,45,48,48,50,47,47,47,48,45,48,50
NL322,49,48,47,48,45,50,49,46,50,49,45,47,50,48,46,46,50,45,45,49,45,48,46,49,46,49,47,45,48,47,47,47,48,46,45,48
NL323,50,48,45,50,49,50,46,48,47,45,47,47,46,50,47,47,50,49,48,48,48,50,47,49,46,48,50,46,49,47,46,49,49,49,50,46
NL324,49,48,47,48,46,48,46,49,50,45,46,46,45,45,48,47,50,46,49,47,46,47,48,46,49,45,50,48,46,46,46,47,46,50,48,47
NL325,48,50,48,46,47,49,45,45,45,48,50,49,46,47,48,50,50,47,45,49,46,47,49,50,47,48,48,46,48,45,46,50,49,46,46,47
NL326,46,47,50,46,48,48,50,50,49,46,50,46,46,47,45,49,45,47,45,50,50,50,49,47,48,47,48,50,50,45,48,47,49,46,49,46
NL327,47,49,45,45,48,46,50,49,47,49,45,45,45,47,46,45,49,47,45,45,45,50,50,47,49,49,50,45,48,46,46,50,48,46,50,45
NL332,47,48,49,46,48,48,47,49,48,46,48,50,49,46,46,45,46,45,46,47,45,50,46,48,48,49,50,46,48,47,50,49,50,50,45,49
NL333,49,48,46,45,46,48,46,50,46,47,46,50,46,49,46,50,48,50,48,47,45,48,50,48,45,48,48,49,46,46,45,50,47,47,49,50
NL337,46,47,49,50,47,45,46,46,50,48,50,49,49,47,49,49,50,46,46,47,45,47,50,49,48,46,50,48,47,45,48,49,45,46,45,45
NL338,48,45,47,48,48,46,46,47,50,47,47,45,45,45,45,45,45,45,45,46,47,45,49,47,47,50,47,45,47,48,47,49,50,46,47,49
NL339,50,50,49,48,45,46,47,49,49,46,45,48,47,47,46,49,50,48,49,50,50,45,46,45,45,45,48,46,48,46,48,46,47,50,49,48
NL33A,45,49,48,48,47,49,45,45,49,47,45,50,50,48,46,49,48,48,46,49,47,50,46,50,46,48,46,50,49,50,47,50,48,45,50,46
NL341,48,45,47,48,49,45,49,48,48,46,50,46,46,49,47,47,46,45,47,50,50,48,50,49,47,48,47,50,50,45,48,50,50,47,48,49
NL342,50,48,48,48,45,46,49,50,48,49,50,47,47,46,50,49,48,47,47,47,49,45,46,50,49,50,48,45,49,48,49,46,47,46,47,46
NL411,47,49,50,46,48,47,48,50,47,45,48,47,49,50,45,50,49,45,49,49,47,48,48,49,45,49,47,45,46,47,50,49,48,45,46,46
NL412,49,47,48,50,47,48,50,50,49,46,50,47,46,47,50,48,46,45,50,50,49,50,49,45,45,48,50,46,46,50,45,50,45,48,49,49
NL413,45,45,46,49,50,48,45,46,50,46,45,45,47,45,47,45,46,48,46,49,50,48,47,45,48,45,50,48,49,50,45,50,46,46,47,50
NL414,47,45,46,45,48,46,47,49,47,46,50,46,49,49,49,45,47,46,48,45,49,46,50,49,45,50,47,46,46,49,49,45,46,49,45,50
NL421,49,47,45,46,47,48,46,50,46,46,49,48,47,50,47,49,48,46,45,49,46,47,46,47,48,45,50,48,46,50,49,49,45,49,49,50
NL422,46,50,49,46,49,46,50,46,49,50,47,45,46,47,50,50,46,50,47,46,45,48,49,47,49,45,49,46,49,50,45,46,48,47,48,49
NL423,50,49,49,47,48,46,47,49,50,46,45,50,50,47,46,48,47,49,46,46,49,49,48,46,50,50,47,45,49,47,48,46,45,49,46,47
NLZZZ,46,48,49,50,46,47,50,50,48,46,47,46,45,49,48,46,47,46,48,48,47,45,45,47,46,49,46,47,49,47,48,49,46,46,48,48
AT111,49,47,49,50,48,46,49,46,50,49,50,50,50,46,46,45,49,49,47,45,48,49,47,48,45,48,50,48,50,47,45,45,50,46,46,45
AT112,50,45,49,45,46,47,48,48,45,50,47,49,45,50,50,45,47,49,50,48,48,46,48,48,48,48,45,45,45,47,49,45,47,47,45,46
AT113,48,50,50,47,45,46,47,45,50,48,50,45,47,49,46,50,49,46,47,45,47,48,46,50,46,45,50,48,46,45,46,49,50,45,45,49
AT121,45,49,48,46,50,46,45,45,45,48,47,45,50,47,45,47,47,47,50,46,49,48,49,48,48,48,49,47,49,50,49,48,49,46,48,49
AT122,48,49,45,45,46,46,49,47,49,50,48,50,45,45,46,46,46,46,49,50,50,49,48,46,48,47,47,45,50,47,50,49,50,48,49,45
AT123,47,45,49,46,45,46,49,48,47,46,48,45,47,49,47,50,50,46,48,45,49,45,50,50,49,49,47,49,47,47,48,49,48,47,48,46
AT124,47,46,46,48,46,45,50,50,45,47,48,45,49,48,45,49,50,48,48,46,46,45,46,45,45,48,50,48,47,46,45,45,47,48,50,48
AT125,50,49,46,50,46,48,47,46,48,45,50,47,47,47,50,49,48,50,45,46,46,46,46,50,48,48,46,47,46,46,50,45,47,50,45,47
AT126,46,50,47,50,47,45,47,46,47,49,46,46,47,45,48,48,45,47,45,45,46,49,47,49,45,50,50,47,45,45,46,48,48,46,50,48
AT127,47,46,50,47,48,45,47,47,50,49,47,49,50,45,49,50,47,48,47,50,46,45,45,45,49,45,49,46,49,48,47,45,47,46,48,50
AT130,49,48,47,50,46,46,46,49,47,47,47,45,48,45,45,48,47,50,49,49,45,49,50,49,48,47,46,49,48,48,47,46,48,47,45,46
AT211,46,47,50,46,46,46,46,49,50,50,50,49,45,46,49,46,45,45,48,50,47,50,45,47,47,45,47,49,50,49,49,50,46,50,46,48
AT212,50,46,47,47,49,46,47,47,45,45,45,50,47,47,48,47,47,46,47,49,47,49,49,46,49,45,49,50,47,47,50,49,47,49,47,46
AT213,48,48,50,50,45,46,45,46,50,46,46,49,46,47,49,47,45,46,47,47,48,48,46,50,45,46,50,46,50,46,50,49,46,50,47,48
AT221,50,45,45,48,50,50,48,45,45,50,50,48,50,49,48,48,46,46,45,50,47,50,48,49,47,49,50,50,49,48,47,50,47,50,49,46
AT222,49,47,47,45,49,45,46,48,48,46,48,50,49,46,47,45,48,47,50,47,50,45,48,45,49,46,49,46,46,48,50,50,47,50,49,45
AT223,47,50,47,48,50,46,48,46,46,46,45,49,49,48,45,49,49,45,47,46,46,49,46,50,45,45,46,50,46,48,50,50,46,50,47,46
AT224,49,48,46,47,47,48,48,49,48,49,48,48,47,49,47,46,47,50,49,47,48,49,50,46,48,48,47,48,48,49,47,47,48,46,48,45
AT225,50,50,49,47,45,45,47,46,49,47,45,50,47,49,50,45,47,46,46,47,45,47,50,45,48,46,45,49,45,48,46,48,45,45,45,46
AT226,45,45,49,45,47,45,45,47,49,48,50,50,46,47,48,49,47,50,48,48,46,47,47,50,45,46,47,48,46,48,49,47,47,50,50,46
AT311,45,48,48,49,45,47,48,47,45,47,46,50,49,48,48,48,50,47,45,50,47,48,49,45,46,50,50,47,46,45,50,45,50,45,48,47
AT312,46,49,50,49,47,48,50,46,45,47,47,47,48,45,50,46,47,45,49,50,50,49,47,46,48,50,46,47,47,48,45,45,49,50,49,49
AT313,45,47,50,49,49,48,50,48,45,45,47,45,46,46,45,46,45,46,48,49,49,46,50,47,49,46,45,45,48,48,48,48,47,47,47,48
AT314,49,45,46,50,48,50,46,49,49,46,45,48,50,45,46,50,49,50,47,46,46,45,48,46,45,46,49,49,47,47,49,48,48,49,47,46
AT315,49,46,45,49,50,45,48,47,46,48,47,46,50,45,48,50,46,47,46,45,48,46,50,49,46,46,48,47,48,45,49,50,45,49,45,46
AT321,48,47,45,46,48,50,47,47,45,50,47,46,49,48,48,50,50,46,47,47,45,48,47,48,46,49,48,46,46,50,50,47,46,47,47,46
AT322,49,46,46,46,47,49,49,46,49,50,48,46,48,50,50,50,50,50,47,50,45,50,50,46,46,45,50,47,50,46,45,46,45,50,46,48
AT323,48,48,49,45,47,47,47,47,48,50,50,48,46,48,49,48,50,48,46,46,48,47,45,47,47,49,45,48,46,47,45,48,45,47,45,50
AT331,45,48,47,46,46,45,48,48,47,45,49,48,50,49,47,48,47,48,48,47,48,47,47,47,47,47,50,48,48,48,49,46,46,46,48,45
AT332,50,48,46,50,47,46,50,46,46,50,50,45,50,46,48,47,47,48,46,47,46,45,47,46,48,47,50,50,49,46,50,50,48,48,50,47
AT333,46,45,45,48,47,49,48,49,48,50,46,50,48,50,50,48,49,45,47,46,45,50,48,47,45,50,49,48,48,48,49,48,46,47,50,50
AT334,46,45,47,47,47,46,50,50,50,47,49,49,49,47,47,45,49,45,46,50,45,47,48,49,47,46,47,50,48,48,45,46,46,50,48,47
AT335,45,50,49,45,46,48,50,48,48,50,48,46,50,45,48,47,45,45,46,46,48,48,49,50,50,47,48,45,50,47,47,48,50,45,47,46
AT341,47,47,47,47,50,47,48,48,46,48,47,47,47,46,45,46,47,48,49,47,48,47,48,49,46,49,50,49,49,45,47,45,47,50,45,47
AT342,46,48,50,46,45,46,49,47,50,49,49,47,47,49,47,48,49,49,50,46,47,49,45,46,48,46,50,50,45,49,45,49,47,48,47,47
ATZZZ,47,46,46,49,46,47,45,48,45,50,46,49,46,46,50,45,49,46,50,45,47,47,45,47,47,48,49,46,47,46,47,46,46,49,45,48
PL113,48,45,50,48,49,48,47,50,46,48,47,46,45,50,50,47,46,45,45,48,45,49,45,48,49,46,46,49,50,48,46,50,47,49,47,45
PL114,50,46,47,46,47,45,45,50,48,47,45,46,45,48,45,45,48,45,45,49,46,47,49,47,48,45,47,47,49,48,50,48,48,49,50,50
PL115,49,48,48,46,45,45,48,48,49,49,45,46,47,45,45,48,47,49,45,48,45,47,48,50,47,46,46,48,47,49,49,45,45,50,50,47
PL116,50,49,46,50,47,47,48,45,46,46,45,46,45,48,47,46,46,45,47,46,49,47,45,48,45,48,45,50,46,50,50,46,47,49,46,47
PL117,45,45,49,45,47,45,46,48,46,46,45,46,48,48,45,50,48,50,47,47,47,47,46,49,49,47,47,47,50,48,49,46,45,48,48,49
PL127,46,48,49,45,48,48,46,47,45,48,45,48,45,45,46,50,48,47,49,50,45,47,45,48,50,45,50,45,47,49,47,45,50,48,47,49
PL128,49,46,46,49,49,48,45,45,45,47,50,45,45,50,49,50,50,47,47,48,49,45,48,48,47,49,48,49,48,45,46,50,50,48,48,48
PL129,50,47,47,47,48,50,47,50,48,45,46,45,49,50,49,45,45,46,46,45,48,50,46,46,48,46,49,45,47,49,46,49,48,48,48,50
PL12A,48,47,47,45,45,47,46,48,49,48,47,45,45,46,45,46,50,47,48,50,48,48,49,50,48,50,46,48,45,49,47,50,49,45,45,48
PL12B,46,45,50,46,48,50,49,45,47,46,49,49,49,45,47,49,45,45,45,47,47,49,45,50,47,50,50,49,45,48,48,50,45,48,45,50
PL12C,45,45,50,47,48,46,45,50,49,50,49,48,45,48,45,50,45,47,46,45,50,46,50,48,45,45,46,46,48,45,49,46,47,47,46,46
PL12D,48,45,48,47,49,46,45,50,50,47,49,47,46,49,47,46,49,45,49,48,45,49,48,46,50,48,46,47,49,46,49,46,47,45,49,50
PL12E,46,45,47,45,47,47,45,49,47,48,47,45,48,48,48,46,46,49,47,49,49,46,47,46,48,50,47,49,45,50,48,45,49,47,46,49
PL213,50,50,49,50,45,49,45,46,48,47,47,49,50,49,45,48,49,47,49,50,48,50,49,48,47,50,47,47,46,50,45,48,49,46,48,50
PL214,45,48,47,46,48,50,48,46,48,46,48,46,49,49,45,47,48,47,49,45,50,47,50,45,50,50,48,46,50,49,49,47,49,50,50,50
PL217,48,46,47,47,45,47,49,45,48,45,46,45,47,47,49,47,50,48,50,46,48,45,46,46,50,48,46,49,46,48,50,45,46,49,49,49
PL218,46,46,50,46,49,50,47,48,49,50,47,45,46,47,50,46,50,46,48,49,45,49,46,45,47,47,46,48,49,49,50,46,48,49,46,48
PL219,45,47,50,49,49,45,47,49,49,49,50,45,46,49,45,50,47,49,47,48,50,47,50,47,49,48,45,49,49,48,47,45,49,48,49,46
PL21A,49,46,50,46,47,49,46,45,48,45,45,50,49,47,50,50,49,46,47,49,48,50,50,48,50,46,45,48,48,47,47,48,49,50,50,46
PL224,45,46,50,48,48,50,45,45,49,50,50,50,50,45,49,47,48,49,46,45,45,47,45,47,50,49,49,47,48,47,47,49,49,50,50,48
PL225,46,47,46,49,49,45,45,47,45,47,45,47,49,50,47,46,48,49,47,47,48,48,48,46,46,49,47,50,46,50,47,46,50,45,46,47
PL227,45,48,48,45,50,50,45,47,45,47,49,49,50,49,48,45,50,47,47,48,48,50,48,49,48,46,50,45,46,45,50,45,50,48,48,48
PL228,48,45,50,46,50,46,49,50,48,47,46,48,46,48,47,48,45,48,45,46,47,50,46,50,45,47,47,48,49,47,45,46,49,47,48,47
PL229,45,46,48,46,49,45,47,50,50,46,45,45,48,46,48,50,46,49,49,49,46,46,48,48,46,48,46,49,47,48,46,49,49,47,50,49
PL22A,49,47,45,49,47,50,46,47,50,45,50,50,46,45,45,46,45,45,48,48,50,49,45,50,50,50,48,48,46,45,45,49,46,48,47,49
PL22B,49,45,45,47,50,48,46,46,47,47,48,50,50,49,48,48,45,47,46,48,46,48,45,49,49,49,47,48,48,46,48,45,48,49,45,48
PL22C,46,48,48,48,50,50,46,45,49,47,47,45,45,49,50,46,50,46,47,50,46,45,45,49,49,46,47,45,47,50,50,48,47,46,48,47
PL311,45,47,50,49,45,45,47,50,45,49,50,47,45,45,48,48,45,49,50,46,47,48,49,45,47,50,45,49,48,46,45,45,50,46,45,47
PL312,48,49,49,46,47,47,47,45,48,46,49,50,48,46,46,49,49,49,45,50,45,48,49,49,48,45,46,46,50,49,45,45,46,46,48,47
PL314,48,48,45,48,48,50,47,47,45,48,47,49,48,50,50,47,47,46,46,47,46,46,46,46,46,47,45,45,50,50,47,49,48,46,46,47
PL315,45,49,49,49,50,45,45,46,45,50,46,46,48,46,50,48,48,50,47,45,46,47,50,50,49,46,48,48,45,45,50,49,46,50,46,49
PL323,46,45,46,49,47,49,50,49,49,46,45,47,48,50,46,48,47,45,48,46,46,49,50,47,47,46,46,50,49,49,45,49,45,45,45,47
PL324,45,45,47,46,48,48,49,45,46,45,49,45,47,47,49,49,45,47,48,50,48,50,49,45,50,48,47,48,45,49,50,47,46,45,45,45
PL325,47,49,49,49,45,47,45,50,48,50,46,50,50,45,47,46,45,48,46,48,47,45,49,47,48,46,46,48,47,49,49,49,49,48,48,45
PL326,49,45,45,47,47,50,49,46,50,50,47,48,48,49,50,47,46,46,46,47,45,47,46,45,49,45,46,50,48,47,50,49,47,46,49,46
PL331,47,46,50,48,50,49,46,50,50,47,45,48,45,50,49,48,48,48,46,48,50,45,48,48,47,47,47,50,48,46,50,46,47,46,49,49
PL332,45,46,47,49,48,45,48,45,47,45,48,45,50,48,50,47,47,46,46,46,48,46,49,46,47,49,46,49,50,49,48,47,48,49,48,47
PL343,50,48,49,45,46,47,45,46,46,45,50,49,48,46,46,46,47,48,46,47,47,48,49,45,47,49,48,50,47,47,49,46,49,50,49,48
PL344,46,46,48,45,50,47,47,46,49,50,48,49,48,45,47,46,46,48,48,50,48,49,47,49,47,50,46,45,49,48,50,48,48,47,50,46
PL345,49,48,46,50,46,49,46,46,49,50,50,45,46,46,49,50,48,47,48,50,45,49,47,48,46,46,45,49,48,46,48,47,46,49,47,48
PL411,50,50,50,47,46,48,50,47,48,46,46,46,48,47,49,48,50,49,47,49,50,49,48,47,47,47,50,49,49,45,47,45,50,47,48,50
PL414,50,50,47,47,45,48,50,50,49,49,46,49,48,50,48,46,50,45,49,49,46,49,50,48,47,45,49,49,49,49,47,48,45,48,50,49
PL415,50,47,50,49,45,45,48,48,47,48,49,47,49,46,50,45,46,47,47,47,47,47,45,49,45,46,50,50,47,48,45,48,47,46,46,47
PL416,50,48,48,49,48,45,45,50,48,49,45,49,47,48,48,49,47,46,48,50,45,50,47,45,46,45,49,50,50,46,48,48,49,48,49,48
PL417,49,47,50,50,45,50,46,45,46,49,46,50,49,46,47,48,45,47,45,49,50,49,46,48,47,49,47,50,45,48,46,46,48,50,46,50
PL418,49,50,50,47,49,50,47,50,50,48,45,48,48,47,46,46,46,48,50,49,45,45,47,49,45,45,48,50,48,45,47,50,49,45,46,49
PL424,50,48,49,48,49,50,45,50,49,47,49,45,45,46,47,48,47,47,46,47,48,45,48,49,46,48,49,49,49,46,50,48,47,47,46,48
PL426,48,45,46,45,49,50,45,48,47,49,46,46,49,49,49,46,49,48,49,45,45,46,49,49,50,46,47,49,45,45,48,48,46,45,47,50
PL427,48,48,50,50,47,47,50,46,45,45,45,48,47,47,47,50,47,50,49,49,50,49,49,48,48,45,50,46,48,46,46,46,50,45,46,49
PL428,45,45,47,47,50,49,47,46,50,50,46,46,47,50,48,45,48,50,49,45,46,46,50,50,47,49,48,50,49,47,47,50,48,45,50,46
PL431,46,50,46,50,49,49,45,50,48,49,45,46,45,46,46,50,48,48,50,50,47,47,45,46,47,46,47,50,50,45,47,46,50,50,45,46
PL432,48,49,48,49,48,46,47,48,48,45,50,47,45,46,45,47,45,46,47,50,49,49,46,45,47,50,47,46,50,45,45,45,45,49,47,47
PL514,50,50,45,48,50,48,47,46,45,45,50,49,45,45,50,45,47,50,45,45,49,49,47,45,50,48,49,49,46,47,46,49,50,45,45,46
PL515,48,49,49,50,48,45,50,49,47,47,50,47,45,45,45,47,48,47,48,46,45,45,45,48,46,45,48,48,48,49,45,48,45,49,47,45
PL516,49,47,49,46,49,47,46,45,47,49,48,50,49,46,46,47,50,47,47,46,47,45,45,50,49,50,45,45,45,48,49,46,47,46,49,46
PL517,48,45,47,49,46,50,45,45,49,47,46,45,46,47,48,45,46,48,46,49,47,49,49,46,50,49,46,49,47,47,50,49,50,46,46,49
PL518,48,45,45,48,45,46,46,48,50,45,49,45,48,45,50,48,46,47,46,49,45,49,47,46,47,50,45,48,46,49,49,47,45,49,47,46
PL523,49,48,49,50,48,48,46,46,48,49,49,48,45,45,45,47,46,49,46,46,50,45,47,47,50,46,47,47,48,47,47,47,48,46,50,49
PL524,50,47,48,50,49,47,45,49,45,46,48,49,46,46,48,47,48,45,47,49,48,49,48,46,47,48,46,45,50,46,49,47,46,50,49,46
PL613,49,48,47,46,47,45,49,45,47,45,49,45,48,45,47,47,48,50,47,46,50,45,49,48,49,47,46,45,45,50,49,46,46,45,46,45
PL616,48,46,45,45,45,45,49,48,50,47,46,50,46,49,49,50,47,46,46,46,46,47,46,45,47,47,45,47,48,48,50,48,48,46,47,48
PL617,45,47,47,48,45,45,49,49,50,48,46,47,50,46,47,46,49,49,48,45,47,49,45,48,45,48,50,48,50,50,46,49,49,46,47,48
PL618,47,47,50,47,50,46,47,49,45,48,49,45,46,48,48,48,48,48,50,46,47,50,50,49,50,47,48,45,48,45,49,48,45,49,50,47
PL619,48,49,47,48,48,48,50,45,49,49,47,45,48,47,48,48,48,50,49,49,50,48,45,48,47,46,50,47,50,49,48,48,49,47,48,48
PL621,45,50,47,50,47,48,50,48,46,46,49,46,49,47,46,46,45,50,48,49,45,48,46,46,49,50,48,46,48,45,49,47,50,47,47,49
PL622,50,49,47,46,47,46,46,46,47,47,47,49,49,47,48,47,50,46,47,45,45,47,48,50,50,48,48,46,47,45,46,49,45,47,50,48
PL623,50,46,49,47,45,49,46,47,45,46,50,48,48,49,50,46,47,45,48,50,48,45,48,46,45,48,49,45,45,47,47,50,46,47,46,47
PL633,47,49,47,46,50,46,48,50,49,50,45,45,48,48,47,48,46,50,46,49,49,45,47,46,47,49,46,49,47,47,49,49,48,50,49,46
PL634,46,50,50,47,48,45,46,48,48,45,49,46,46,47,48,48,47,47,45,50,45,50,48,49,45,49,48,49,49,47,48,48,45,46,45,45
PL636,47,46,45,45,47,45,45,46,49,47,45,49,46,45,47,47,50,48,46,47,50,48,45,49,47,50,45,46,45,47,45,46,47,45,46,50
PL637,50,47,46,50,50,49,49,48,49,46,45,46,47,48,50,46,47,47,47,49,46,46,49,45,50,48,50,49,50,49,45,45,49,50,45,45
PL638,45,49,46,45,48,49,46,48,47,46,45,49,48,48,50,49,50,46,46,48,49,48,49,48,48,48,50,50,49,50,50,45,49,47,47,45
PLZZZ,49,45,50,48,49,49,47,45,49,46,50,47,50,50,47,46,47,45,50,45,47,47,46,46,47,47,49,45,47,45,46,47,48,50,48,49
PT111,45,45,49,49,48,45,45,48,48,47,46,47,46,48,47,50,48,45,46,46,47,45,50,48,48,48,48,46,48,49,49,48,49,48,49,49
PT112,45,45,47,50,46,48,50,46,47,46,48,48,50,46,50,47,46,45,46,50,50,49,50,49,48,47,48,48,48,49,49,47,50,45,48,49
PT119,48,48,49,45,45,50,47,47,45,48,47,47,46,48,48,50,47,45,45,48,48,48,45,48,45,49,46,46,47,45,50,47,48,46,47,46
PT11A,46,46,46,45,50,49,49,46,47,49,46,49,45,46,48,49,46,46,45,45,50,46,50,45,46,49,50,48,48,48,48,49,50,45,48,47
PT11B,49,46,48,47,45,46,49,47,49,50,45,47,48,50,49,47,45,49,48,47,46,50,50,47,46,49,47,45,48,47,46,50,48,50,46,49
PT11C,48,49,45,49,48,49,50,50,45,47,47,45,46,48,46,50,48,48,46,50,50,47,50,49,50,47,46,45,50,45,45,48,50,50,49,50
PT11D,45,45,48,47,45,45,49,50,47,47,49,50,47,46,46,45,50,48,46,45,47,47,48,45,50,46,48,45,45,45,49,50,50,45,45,50
PT11E,48,45,48,50,49,49,47,48,48,45,47,47,47,47,48,50,45,49,50,47,47,46,47,47,48,45,47,46,50,48,50,46,49,50,45,49
PT150,47,50,50,48,49,50,46,45,46,47,47,48,50,46,47,45,49,50,45,48,49,48,49,50,50,49,48,46,49,45,49,45,47,50,47,45
PT16B,48,46,48,50,50,48,46,48,49,47,48,50,50,49,46,46,48,50,46,49,50,48,47,48,46,49,48,46,46,47,48,46,48,50,46,46
PT16D,45,45,47,48,49,47,45,46,50,48,50,49,49,50,46,45,49,46,47,49,47,46,50,46,49,48,47,47,48,48,49,48,47,48,50,49
PT16E,50,48,49,46,47,46,47,46,50,47,47,45,50,48,47,46,48,50,46,46,45,50,49,48,48,45,45,50,49,47,50,50,49,48,47,46
PT16F,47,50,46,48,47,47,46,45,47,50,45,45,49,46,47,45,49,46,46,47,49,49,45,47,49,46,46,48,46,50,46,48,48,50,47,49
PT16G,46,46,46,50,50,46,46,46,49,48,46,45,45,45,45,50,47,48,47,45,45,50,46,46,47,46,50,45,45,47,46,48,45,47,45,49
PT16H,46,46,49,46,48,47,50,49,49,47,48,49,47,46,48,46,48,49,49,47,45,46,46,49,45,49,47,46,50,45,49,48,45,46,48,45
PT16I,46,50,46,49,50,45,47,50,50,48,49,50,46,48,50,47,46,46,48,49,48,50,46,49,49,48,47,47,50,45,46,45,49,46,48,48
PT16J,50,50,45,46,48,46,45,50,47,48,49,49,49,48,49,48,47,47,49,49,50,45,49,46,46,48,47,50,45,48,49,49,48,47,45,46
PT170,46,49,49,47,47,48,49,50,47,46,46,45,47,45,45,49,45,49,46,49,50,46,46,47,45,47,47,45,48,46,49,48,50,49,50,47
PT181,50,49,47,50,47,49,46,47,45,47,50,49,49,50,46,49,47,45,48,50,48,48,48,46,46,45,48,49,45,47,46,46,47,49,50,47
PT184,48,45,48,46,46,50,46,47,46,50,47,47,49,45,49,48,45,47,48,49,49,46,46,48,47,47,50,48,49,45,50,50,48,49,49,45
PT185,50,47,50,45,49,48,46,46,49,50,47,46,46,50,45,47,48,47,50,50,47,48,47,48,47,48,47,50,50,48,47,48,48,50,45,48
PT186,46,47,49,48,48,50,46,45,50,45,47,47,49,50,49,47,47,45,50,45,46,50,49,47,50,45,50,45,46,50,46,47,46,49,45,50
